wallet,source_url,title,is_security_fix,silent_fix_prob,vuln_class,reason,mechanism
sui,https://github.com/MystenLabs/sui/pull/24830,Fix protocol compatibility check against testnet,0,0.05,none,"This is a test snapshot file update adding a metadata field, with no changes to key material, signing, approval, or any custody-relevant code path.",other
sui,https://github.com/MystenLabs/sui/pull/24509,[static ptb] Automatically convert compatibility withdrawals to coins,0,0.05,none,"This adds a new backward-compatibility feature (converting withdrawals to coins in PTBs) behind a disabled protocol feature flag, with no guard or fix for an exploitable custody path.",other
sui,https://github.com/MystenLabs/sui/pull/24508,verify compatibility locally by default,0,0.15,none,"This is a CLI UX change flipping a package-upgrade compatibility check from opt-in to opt-out; it does not touch key material, signing, approvals, or any custody-relevant path.",other
sui,https://github.com/MystenLabs/sui/pull/24331,Fixing rosetta backwards compatibility for rolling deployments.,0,0.15,none,"This is a backwards-compatibility shim for rolling deployments that re-populates a deprecated metadata field alongside the new one; it does not fix a key, signing, approval, or transport vulnerability",other
sui,https://github.com/MystenLabs/sui/pull/23110,[sui-framework] Update snapshot compatibility test,0,0.05,none,"This is a test infrastructure change that updates snapshot compatibility tests to limit the backtest window and fix framework injection behavior for simulation tests, with no impact on custody, key ma",other
sui,https://github.com/MystenLabs/sui/pull/19671,graphql: add flag to skip db compatibility,0,0.05,none,"This change adds a developer-facing flag to skip DB migration compatibility checks and refactors CLI config structs; it does not touch any custody-relevant key, signing, approval, or transport path.",other
sui,https://github.com/MystenLabs/sui/pull/19156,[indexer] Compatibility check using migration records,0,0.15,none,"This change refactors database schema compatibility checking in an indexer/GraphQL service to use migration records instead of column-existence queries, with no impact on key material, signing, approv",other
sui,https://github.com/MystenLabs/sui/pull/18860,[GraphQL] Fix pruning compatibility issues,0,0.15,none,"The diff consists of CI workflow changes and Cargo.lock dependency bumps to fix GraphQL pruning compatibility, with no wallet source code changes touching key material, signing, or custody-relevant pa",other
sui,https://github.com/MystenLabs/sui/pull/18862,[main][GraphQL] Fix pruning compatibility issues,0,0.05,none,"This is a GraphQL data-access refactor switching from the checkpoints table to chain_identifier for pruned-DB compatibility, with no custody-relevant key, signing, approval, or transport impact.",other
sui,https://github.com/MystenLabs/sui/pull/18261,[GraphQL] Ensure single source of truth for compatibility check,0,0.05,none,"This is a refactor of the GraphQL schema compatibility check to use a shared macro instead of duplicated table lists, with no custody-relevant impact.",other
sui,https://github.com/MystenLabs/sui/pull/18283,[pick #18261][GraphQL] Ensure single source of truth for compatibility check,0,0.05,none,"This is a refactor of GraphQL compatibility-check table enumeration to use a shared macro instead of duplicated lists, plus CI and test updates — no custody-relevant key, signing, approval, or transpo",other
sui,https://github.com/MystenLabs/sui/pull/17046,Making protocol compatibility script more verbose,0,0.0,none,"This change only modifies a CI compatibility shell script to improve logging and remove hacky commit substitutions, with no impact on wallet custody, keys, or signing.",other
sui,https://github.com/MystenLabs/sui/pull/16763,Fix testnet compatibility check,0,0.05,none,"This is a CI/compatibility-check shell script change that adjusts commit substitution logic for testnet vs mainnet snapshot tests, with no custody-relevant code paths touched.",other
sui,https://github.com/MystenLabs/sui/pull/17014,[test] Make graphql compatibility test for getLatestCheckpointSequenc…,0,0.02,none,"This is a test-only change that loosens GraphQL compatibility assertions and bumps a Move compiler version in a test lock file, with no impact on custody, keys, signing, or any security-relevant path.",other
sui,https://github.com/MystenLabs/sui/pull/15052,[Framework] Explain why we prevent breaking entry compatibility,0,0.05,none,"The diff only adds explanatory comments about why entry linkage compatibility is checked; no code logic, guard, or validation is added or removed.",other
sui,https://github.com/MystenLabs/sui/pull/13730,Improve zklogin nodejs compatibility,0,0.15,none,This is a Node.js compatibility change swapping one CSPRNG source (crypto.getRandomValues) for another (noble's randomBytes) in nonce generation; both are equally secure and no vulnerability is being ,other
sui,https://github.com/MystenLabs/sui/pull/13009,Fix and reenable test_upgrade_compatibility,0,0.15,none,"This is a validator/consensus infrastructure bug fix (batch-to-single insert for pending consensus transactions and epoch change handling) plus test re-enabling, not a wallet custody change affecting ",other
sui,https://github.com/MystenLabs/sui/pull/10675,[package-upgrade-compatibility-testing] First batch of compatibility tests,0,0.05,none,"This change adds a new test-only crate with upgrade compatibility test fixtures and a test runner; it touches no wallet key, signing, approval, or transport code.",other
sui,https://github.com/MystenLabs/sui/pull/11601,Move compatibility workflow to sui-operations,0,0.0,none,"This diff only deletes a CI workflow file to move it to another repo, with no changes to wallet source code or custody-relevant subsystems.",other
sui,https://github.com/MystenLabs/sui/pull/10618,Framework compatibility tests,0,0.15,none,"This PR adds framework bytecode compatibility test infrastructure and refactors compare_system_package into a shared module; it does not fix a custody-relevant defect in key handling, signing, approva",other
sui,https://github.com/MystenLabs/sui/pull/10832,[Compatibility] Increase execution timeouts,0,0.05,none,"This change only increases CI/CD job timeouts and a monitoring script checkpoint timeout, with no impact on key material, signing, or custody-relevant code paths.",other
sui,https://github.com/MystenLabs/sui/pull/10931,[Compatibility] Use snapshots to shard,0,0.02,none,"This diff only modifies CI workflow files for compatibility testing sharding and scheduling, touching no wallet source, key, signing, or custody-relevant code.",other
sui,https://github.com/MystenLabs/sui/pull/10785,[Compatibility] A few small tweaks,0,0.0,none,"The diff only modifies CI workflow and shell scripts for build compatibility and debugging, with no custody-relevant code changes.",other
sui,https://github.com/MystenLabs/sui/pull/10547,[Compatibility] Introduce monitor_synced script,0,0.05,none,"This adds a new infrastructure monitoring script to track fullnode sync progress; it does not touch any wallet custody, key, signing, approval, or transport code.",other
sui,https://github.com/MystenLabs/sui/pull/10868,[Compatibility] Fix clean mode default value,0,0.05,none,"This is a CI workflow configuration change to fix default boolean logic for cleaning up disk space, not a wallet source code or custody-relevant security fix.",other
sui,https://github.com/MystenLabs/sui/pull/10697,Introduce backwards compatibility (from genesis) nightly workflow,0,0.0,none,"This diff adds a CI/CD workflow and a testing shell script for fullnode sync, which is an ordinary test/infra change with no custody-relevant code.",other
sui,https://github.com/MystenLabs/sui/pull/10409,[loader] Fix linker/loader backward compatibility,0,0.15,none,"This is a Sui fullnode protocol/compatibility fix for package ID resolution during backward-compatible transaction execution, not a wallet custody defect touching keys, signing, approvals, or transpor",other
sui,https://github.com/MystenLabs/sui/pull/10757,[ts-sdk][ci] re-enable backward compatibility test,0,0.02,none,"This is a CI/test infrastructure change re-enabling backward compatibility e2e tests and adding a composite GitHub Action; no wallet source, key, signing, or custody-relevant code is touched.",other
sui,https://github.com/MystenLabs/sui/pull/10888,[Compatibility] Run against latest binary build that passed CI,0,0.05,none,"This is a CI workflow change to download a pre-built binary for compatibility testing instead of building it from source, with no impact on custody, keys, or signing.",other
sui,https://github.com/MystenLabs/sui/pull/10789,[Compatibility] Fix debug log level selection logic; Increase ssh ttl,0,0.05,none,"This is a CI/compatibility-checker infrastructure change (log level renaming, SSH TTL increase, epoch timeout options, verbose flag) with no custody, key, or signing relevance.",other
sui,https://github.com/MystenLabs/sui/pull/8334,[RPC backward compatibility] - RPC method routing base on client version,0,0.15,none,"This PR adds RPC method routing based on client version headers for backward compatibility — a feature addition, not a fix for any custody-relevant defect in key handling, signing, approval, or transp",other
taho,https://github.com/tahowallet/extension/pull/2854,Transactions nonce integration tests,0,0.05,none,"This PR only adds integration tests for transaction nonce handling without modifying any production code, so it is a test-only change.",other
taho,https://github.com/tahowallet/extension/pull/2712,playwright integration for e2e tests,0,0.02,none,"This change only adds Playwright e2e tests and a CI workflow to run them, with no modifications to wallet custody, signing, or transport code.",other
taho,https://github.com/tahowallet/extension/pull/2416,RSK Integration,0,0.05,none,"This is a feature addition integrating the RSK network (RBTC/RIF support) into the wallet, adding network constants, provider endpoints, and UI strings rather than fixing any custody or signing defect",other
taho,https://github.com/tahowallet/extension/pull/1792,Fix Quickswap Integration,0,0.25,none,"This is a dapp compatibility fix for Quickswap integration (jsonrpc version, proxy caching, chain ID tracking) with no guard preventing fund loss, key leakage, or signing bypass.",other
taho,https://github.com/tahowallet/extension/pull/820,Move swap provider integration to background script,0,0.15,none,"This is a refactor moving swap provider integration to the background script and updating JTD validation schemas to accept new fillData fields, not a fix for a custody-relevant defect.",other
taho,https://github.com/tahowallet/extension/pull/701,👽  First Contact: Fix keep integration and onboard connect,0,0.15,none,"This is an EIP-1193 provider compatibility fix changing chainId formatting to hex strings and adjusting event emission timing; it does not touch key material, signing validation, approval logic, or tr",other
taho,https://github.com/tahowallet/extension/pull/357,Ring in the New Keys: Add keyring service integration tests,0,0.15,none,This PR adds integration tests and migrates to a newer hd-keyring dependency with accompanying API renames; no custody-relevant defect is being repaired.,other
talisman,https://github.com/TalismanSociety/talisman/pull/2198,feat: Yield integration for DeFi,0,0.05,none,"This diff adds a new Earn/yield.xyz feature tab with UI components, routes, localization, and API subscriptions; it does not touch any key, signing, approval, transport, or custody-relevant path.",other
talisman,https://github.com/TalismanSociety/talisman/pull/2472,Improve EVM provider dapp compatibility,0,0.15,none,"The visible diff is a feature change (multi-account dapp compatibility) with cosmetic EIP-1193 error constant renames and accompanying tests; no guard, validation, or signing-path defect is being repa",other
talisman,https://github.com/TalismanSociety/talisman/pull/2406,feat: added Keyring methods for mobile app compatibility,0,0.15,none,"This is a feature addition (labeled 'feat') that adds three new convenience wrapper methods around existing password-checking functionality for mobile app compatibility, not a fix for any pre-existing",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/8338,Add Solana wallet balance endpoint and UI integration,0,0.05,none,"This is a feature addition that fetches and displays Solana wallet balances via a new API endpoint, with no changes to key handling, signing, approval, or custody-relevant paths.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/8225,Refactor ProjectFTUX API key integration section,0,0.05,none,"This is a UI refactor that removes multi-language code example tabs and replaces them with a single cURL example; no custody, signing, key, or transport logic is touched.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/8023,[Dashboard] Update analytics API integration and improve number formatting,0,0.05,none,"This PR only refactors analytics API query parameters, error messages, and number formatting in dashboard UI code, with no custody-relevant key, signing, approval, or transport paths touched.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/8001,[Dashboard] Update analytics API integration and add error logging,0,0.05,none,"This is an ordinary analytics dashboard refactor adjusting API query parameters, response field names, and error logging with no custody-relevant impact.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/7987,Refactor wallet user API integration to use tw api,0,0.05,none,"This is a refactor migrating dashboard user-search API calls from manual fetch to a generated client, with no changes to key material, signing, approval, or custody-relevant paths.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/7946,[MNY-131] Add Pay Modal integration in useSendAndConfirmTransaction hook,0,0.05,none,"This PR adds a Pay Modal feature to a transaction hook and reorganizes exports; it does not add or remove any custody-relevant guard, validation, or signing-path protection.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/7852,[Playground] integration guide link in chat ai footer,0,0.02,none,"This PR simply adds an external link to an integration guide in a chat footer, with no custody, key, signing, or transport relevance.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/7525,Remove Plausible analytics integration,0,0.05,none,"This PR simply removes the Plausible analytics integration (dependency, script tags, and proxy config) and does not touch any key material, signing, approval, transport, or custody-relevant code paths",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/7406,[Dashboard] Replace Sentry Replay with PostHog integration,0,0.05,none,"This is a telemetry/analytics integration swap from Sentry Replay to PostHog Sentry in the dashboard, with no custody-relevant code paths touched.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/7166,[Wallet] Move 7702 batch transaction test to integration tests,0,0.05,none,This PR only reorganizes and moves integration tests for EIP-7702 batch transactions without changing any wallet source code or adding security guards.,other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/6475,add Stripe integration for team invoices,0,0.02,none,"This PR adds a Stripe billing/invoices feature to the dashboard, including new UI routes and server actions, with no custody-relevant key, signing, approval, or transport changes.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/692,[Wallets] Cleanup paper wallet integration,0,0.15,none,"This is a rename/cleanup of the email-wallet integration to paper-wallet plus a minor null-check in metadata fetching, none of which touches key material, signing, or custody-relevant paths.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/1038,[unity-js-bridge] MagicLink bridge integration,0,0.05,none,"This is a feature addition integrating MagicLink (email-based) wallet support into the Unity bridge, not a fix for any custody or signing vulnerability.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/2112,[Wallets] simple integration test for smart wallets,0,0.15,none,"This is a refactor that removes @account-abstraction SDK dependencies in favor of local implementations, improves userOp gas estimation, and adds test infrastructure — none of which fixes a custody-re",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/2146,[Wallets] skip integration test if no secret key,0,0.0,none,This is a test-only change that conditionally skips integration tests when an environment variable is missing.,other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/791,"[auth, react-core, react] - clean up auth integration",0,0.1,none,"This is a refactor that moves wallet integrations to a shared package and removes unused dependencies, not a fix for a custody-relevant vulnerability.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/4198,feat(adapters): add documentation for wagmi and privy integration,0,0.0,none,This is a documentation-only change adding adapter integration guides and sidebar navigation entries.,other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/3181,Headless WalletConnect Integration,0,0.05,none,"This PR adds new headless WalletConnect session management functions, types, constants, and storage helpers — a pure feature addition with no guard, validation, or fix to any custody-relevant path.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/3629,[Feature] Add CustomPayEmbed component to pay page for chain integration,0,0.05,none,"This PR adds a new payment embed UI component to the dashboard pay page; it is a feature addition with no custody-relevant guard, validation, or key/signing path changes.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/2901,fix: switch to base sepolia for sw legacy integration tests,0,0.02,none,"This is a test-only change updating chain and contract addresses in an integration test file, with no impact on wallet custody, signing, or key material.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/559,[Wallet] Email wallet integration,0,0.05,none,"This diff introduces a new email wallet connector feature using the Paper SDK, adding new files and wiring up package exports — it is a feature addition, not a fix to any existing custody-relevant def",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/569,"[react, react-core] chain integration",0,0.05,none,"This is a feature/refactor change that adds a default API key constant and removes hardcoded chain configurations to enable passing apiKeys to the provider, with no custody-relevant guard or fix.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/474,[SDK] marketplace v3 integration,0,0.05,none,"This change introduces marketplace v3 SDK hooks and bumps a contracts dependency version; it adds new features and query helpers with no custody-relevant guard, validation, or key/signing protection.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/458,[SDK] Fixes for latest wallet package integration,0,0.15,none,"The diff refactors RPC URL construction to accept a custom API key, hardcodes an API key in the Unity bridge, and adds optional-chaining null-safety to chain RPC URL arrays — none of which touch key m",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/6325,Interop module support,0,0.05,none,"This diff adds a new feature for cross-chain token bridging via a Superchain interop module, including UI components and transaction preparation, rather than fixing a custody-related vulnerability.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/2997,feat: `createWalletAdapter` for interop with other libraries,0,0.05,none,"This PR adds a new createWalletAdapter helper function and generic UI icon for cross-library interoperability, which is a feature addition rather than a fix for a custody-related vulnerability.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/2996,Version Packages,0,0.02,none,"This is an automated changesets release PR bumping package versions and changelogs for minor features (shortenAddress util, createWalletAdapter helper) and a UI icon fix, with no custody-relevant defe",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/8314,[SDK] Enhance compatibility with third party x402 libs,0,0.25,none,"This is a compatibility refactor of x402 network/chainId matching logic to work better with third-party libraries, not a fix for a custody-relevant vulnerability.",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/4653,Improve getNFTs compatibility for ERC1155 contracts,0,0.05,none,"This change improves read-only NFT enumeration compatibility for ERC1155 contracts by gracefully handling a failed totalCount call, with no impact on key material, signing, approvals, or custody paths",other
thirdweb-js,https://github.com/thirdweb-dev/js/pull/2867,Enable single phase drop compatibility,0,0.05,none,"This PR adds read-only ABI bindings and exports for fetching claim conditions from single-phase drop contracts, which is a feature/compatibility addition with no custody-relevant defect being repaired",other
torus,https://github.com/torusresearch/torus-website/pull/701,ENS integration in wallet transfer page,0,0.0,none,"The diff only adds editor config settings and a dapp logo SVG asset, with no changes to custody, signing, or transport code.",other
trezor-connect,https://github.com/trezor/connect/pull/412,EOS integration,0,0.15,none,"This diff adds documentation and test specs for a new EOS integration feature, with no changes to wallet source code that add or remove a security guard.",other
trezor-connect,https://github.com/trezor/connect/pull/969,fix(cardano): fix catalyst reward address backwards compatibility,0,0.35,none,"This is a backwards-compatibility fix for Catalyst registration field naming (path vs stakingPath) across firmware versions, causing a functional failure with older firmware rather than a fund-loss or",other
trezor-connect,https://github.com/trezor/connect/pull/650,fix previous rules for Casa compatibility,0,0.3,none,This is a Casa-compatibility fix that skips unimplemented multisig output script validation and guards against a crash when scriptA is undefined; it removes validation rather than repairing an exploit,other
trezor-firmware,https://github.com/trezor/trezor-firmware/pull/4635,add Tropic01 HAL integration and basic production tests,0,0.05,none,"This PR adds new Tropic01 secure element HAL integration and production test commands (reading chip ID and firmware versions) — it is a feature/integration addition, not a fix for any existing vulnera",other
trezor-firmware,https://github.com/trezor/trezor-firmware/pull/2332,Make Rust buildable without Micropython,0,0.05,none,"This is a build-system refactor introducing feature flags (micropython/protobuf) and moving code modules around to allow Rust compilation without Micropython; no custody-relevant guards, key/signing p",other
trezor-firmware,https://github.com/trezor/trezor-firmware/pull/1325,trezorlib 0.13 backwards compatibility,0,0.15,none,"This PR adds backwards-compatibility shims and deprecation warnings for trezorlib's API migration (sign_tx details argument, protobuf positional args), which is an ordinary refactor/compatibility chan",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/25825,feat: add MCP server for AI agent integration with Trezor,0,0.05,none,"This is a new feature adding an MCP server for AI agent integration with Trezor; it introduces new functionality rather than fixing an existing vulnerability in key material, signing, or custody paths",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/5277,"fix(integration-tests): adapt to tenv changes, fix flaky test",0,0.05,none,"This is a test-only change adapting integration test fixtures and selectors to tenv changes, with no production wallet, key, or signing code touched.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/4144,Cardano Integration - UI,0,0.05,none,"This is a feature PR adding Cardano UI integration (coin logos, routing, webpack WASM config, test fixture renames, and a minor ConfirmOnDevice refactor) with no custody-relevant guards or key/signing",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/5029,tests(rollout): fix integration after wallet deprecation,0,0.05,none,"This is a test-only change that updates integration tests to use local firmware release JSON files instead of a deprecated remote wallet.trezor.io endpoint, with no changes to wallet source code or cu",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/4847,fixup: blockchain-link (electrum) integration tests,0,0.1,none,"The diff refactors the Electrum client's keep-alive interval to use an arrow function for correct 'this' binding, which is an ordinary bugfix unrelated to custody or key material.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/3627,Cardano Integration - Blockchain Link,0,0.05,none,"This is an initial feature PR adding Cardano/Blockfrost backend support (types, build config, README, test config) with no custody-relevant guard or fix.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/4192,Feat/crowdin integration,0,0.05,none,"This change replaces a legacy translations-manager with the Crowdin CLI tooling and updates docs/config/translation JSON files, with no custody-relevant code paths touched.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/4180,Enable eslint for integration-test package,0,0.02,none,This change only enables eslint and reformats integration-test code for style consistency; no custody-relevant logic is touched.,other
trezor-suite,https://github.com/trezor/trezor-suite/pull/3880,fix(rollout): fix integration test after 1.10.1 FW release,0,0.05,none,"This is a CI/test-only change updating hardcoded firmware versions and re-enabling skipped e2e tests, with no modification to wallet source code or custody-relevant paths.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/3430,"Fix tx.amount without fee, totalSpent part 2 (suite integration)",0,0.15,none,"This is a data-correctness fix for how historical transaction amounts are displayed and aggregated (subtracting fee from amount, adding totalSpent field), not a custody/signing/key protection change.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/327,Fix integration tests in CI,0,0.02,none,"This change only updates CI configuration and bumps the Cypress testing dependency, with no impact on key material, signing, or custody paths.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/1609,improve integration tests,0,0.0,none,"The diff only updates CI, Docker setup, and integration test controllers, with no changes to wallet custody, key, or signing code.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/28829,fix(e2e): replace ts-node/register with tsx/cjs in Jest reporter to fix ERR_REQUIRE_ESM,0,0.05,none,"This is a test-infrastructure fix swapping a TypeScript loader in a Jest reporter to resolve an ESM/CJS module loading crash, with no custody-relevant code paths touched.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/30141,fix(connect): cardanoGetPublicKey response v9 backward compatibility,0,0.1,none,"This change adds a backward-compatibility shim for the cardanoGetPublicKey API response shape between Connect v9 and v10, which is an ordinary compatibility fix rather than a custody security vulnerab",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/28012,test(utxo-lib): cover scriptSignature.toDER and noble-compatibility guards,0,0.05,none,"The diff adds only test coverage for existing signature/DER and noble-compatibility guards, with no changes to wallet source code.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/26620,fix(connect-explorer): nextra patch for worktree compatibility,0,0.02,none,"This is a build/dev-environment patch to the Nextra documentation tool to skip git-log loading inside worktrees; it has no relation to custody, keys, signing, or any wallet security path.",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/19798,fix(transport-bridge): compatibility with trezorctl (and electrum) when using bundled node-bridge version,0,0.05,none,"This is a compatibility/refactor change that passes the bundled bridge version as a separate field instead of concatenating it into the version string, with no custody-relevant guard or validation add",other
trezor-suite,https://github.com/trezor/trezor-suite/pull/10543,Remove Cardano `<2.4.3` compatibility branches,0,0.05,none,"This change only removes legacy firmware compatibility branches from e2e test fixtures, which is a test cleanup, not a custody-relevant code fix.",other
tron-wallet-cli,https://github.com/tronprotocol/wallet-cli/pull/940,Configure npm packages for Ledger compatibility,0,0.05,none,"This diff only adds a new architecture planning markdown document under docs/archive, with no changes to wallet source code or security-relevant logic.",other
trust-provider,https://github.com/trustwallet/trust-web3-provider/pull/346,Fix personal_sign compatibility issues,0,0.2,none,"This is a compatibility fix for ambiguous personal_sign parameter ordering (message vs address), not a custody-relevant defect — the user still sees and approves the message in the UI regardless of wh",other
trust-provider,https://github.com/trustwallet/trust-web3-provider/pull/105,Improve personal_sign compatibility,0,0.25,none,"This is a personal_sign compatibility fix ensuring non-hex string messages are properly hex-encoded before being sent to the native signing layer; it does not address a key leak, signing bypass, or an",other
trust-provider,https://github.com/trustwallet/trust-web3-provider/pull/103,Improve iframe compatibility,0,0.15,none,"This change adds iframe callback routing and standard WKWebView JS alert/confirm dialog handlers for compatibility, plus cosmetic quote/semicolon style fixes — none of which repair a defect that could",other
turnkey,https://github.com/tkhq/sdk/pull/651,Feat: Add Coinbase & MoonPay Fiat On Ramp Integration,0,0.05,none,"This is a feature addition for fiat onramp integration (Coinbase & MoonPay) with only a changeset and a token/network data JSON file, touching no key material, signing, approval, or transport paths.",other
uniswap-interface,https://github.com/Uniswap/interface/pull/5093,feat: de-148- Analytics package integration,0,0.05,none,"This is a feature change integrating a new analytics package and removing old analytics instrumentation code, with no impact on custody, keys, signing, or transport.",other
uniswap-interface,https://github.com/Uniswap/interface/pull/273,crude walletconnect integration,0,0.05,none,"This diff adds WalletConnect integration as a new feature, comments out broken tests, and bumps LedgerHQ dependencies — none of which repair a custody-relevant defect in the wallet's own code.",other
uniswap-interface,https://github.com/Uniswap/interface/pull/757,Connect integration tests,0,0.02,none,"This is a test-only change wiring a mock EIP-1193 provider into Cypress integration tests; no wallet source, key handling, or signing paths are modified.",other
viem,https://github.com/wevm/viem/pull/4597,feat(op-stack): Add support for super root games,0,0.05,none,"This PR adds a new feature supporting OP Stack super-root dispute games in withdrawal prove flows, not a fix to any existing custody/signing/key defect.",other
wagmi,https://github.com/wevm/wagmi/pull/5028,fix(vue): add eventemitter3 to optimizeDeps for Nuxt compatibility,0,0.05,none,"This is a build-tooling fix for CJS/ESM interop in Vite/Nuxt, adding a dependency pre-bundling config with no custody or signing relevance.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/2828,Native Injective integration,0,0.05,none,"This is a new feature adding Native Injective (Cosmos) blockchain support with coin type registration, address derivation, and signing tests — no existing custody defect is being repaired.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/385,Nano integration,0,0.05,none,"This is a feature addition integrating Nano blockchain support (address derivation, signing, coin config) into wallet-core, not a fix for an existing vulnerability.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/276,Add support for Viacoin [chain-integration],0,0.05,none,"This is a new-chain integration adding Viacoin support (coin type, HRP, address prefixes, derivation paths, and tests) with no guard or fix to any custody-relevant path.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/76,Add support for Aion [chain integration],0,0.05,none,"This is a new chain integration feature adding Aion address/signer support and JNI bindings, not a fix for any existing custody defect.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/802,[Terra] Integration Update,0,0.15,none,"This is a feature update adding Terra blockchain support by allowing custom message type prefixes in Cosmos serialization, not a fix for any custody-relevant defect.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/2934,[Kotlin] Removed :generateCinterop task,0,0.05,none,"This is a build-system refactor moving C interop configuration from a generated task into build.gradle.kts, with no custody-relevant code or guard changes.",other
wallet-core,https://github.com/trustwallet/wallet-core/pull/4752,fix(scrypt): allow empty or missing salt for backward compatibility and improve hex parsing validation,0,0.25,none,"This is a backward-compatibility and robustness improvement for keystore salt parsing, not a fix for an exploitable vulnerability that could lead to loss of funds, key material, or signing authority.",other
walletconnect,https://github.com/WalletConnect/walletconnect-monorepo/pull/1506,feat: implements first pass of pairing API sign integration,0,0.15,none,"This is a first-pass feature implementation of the pairing API sign integration, adding new controllers, constants, and pairing logic rather than fixing an existing custody-relevant defect.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/14685,Integration tests,0,0.02,none,"This PR reorganizes and adds integration tests by renaming namespaces and adding test configuration parameters, with no changes to wallet custody, signing, or key-handling code.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/13781,Remove full integration,0,0.05,none,"This PR removes the built-in Bitcoin Core P2P integration and renames RPC namespaces, which is a feature removal/refactor with no impact on key material, signing, or custody paths.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/11671,Improve amount decomposer fail condition for Trezor integration tests,0,0.25,none,"Adds a guard against an empty denominations list to prevent an InvalidOperationException crash in the WabiSabi coinjoin client; this is a robustness/bug fix with no direct path to fund, key, or signin",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/11715,"Revert ""Improve amount decomposer fail condition for Trezor integration tests""",0,0.15,none,"This reverts a test-oriented guard (`!denoms.Any()`) in the WabiSabi coinjoin amount decomposer; removing it at worst causes a crash on empty denominations, not loss of funds, keys, or signing authori",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/10091,Affiliate server integration,0,0.05,none,"This is a feature addition integrating an affiliate server into the WabiSabi coordinator backend, adding HTTP client plumbing and round-state data; it does not fix any custody, key, or signing vulnera",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/5767,[WabiSabi] GetStatus API and End-to-End integration test as template.,0,0.15,none,"This adds a new GetStatus API endpoint, an exception-translation filter, async refactoring of an idempotency filter, and test helpers — none of which touch key material, signing, approval, or custody-",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/4108,Add Hardware Wallet integration guidance,0,0.02,none,"This diff only adds a new Markdown documentation guide for hardware wallet manufacturers; it changes no wallet source code, adds no guard or validation, and does not repair any custody-relevant defect",other
